0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.2962962962962963,0.9931707317073171,0.14090834051086779,0.07130448956475208,0.3067326781805596,0.40375385289551585,0.0,0.43478260869565216,0.9999999999999982,0.05721838864273199,0.5321969696969697,0.5354922279792746,0.9675767918088737,0.5197191823250051,0.5328238971865231,0.536293164200141,0.5252851301915215,0.5417775412453433,0.5390386869871043,0.5441039925719592,0.6282828282828283,0.5501708605156881
0.4074074074074074,0.9941463414634146,0.07755954564660965,0.8622523233735677,0.3428188756135666,0.663124298644597,0.3333333333333335,0.0,0.9999999999999982,0.005833246923715037,0.539018691588785,0.5076190476190476,0.0,0.5197191823250051,0.5328238971865231,0.533774373259053,0.5480943738656987,0.5307627475769069,0.5390386869871043,0.5470085470085471,1.5057021167672076e-13,0.5501708605156881
0.8888888888888888,0.9795121951219512,8.78411982435583e-18,0.16798892492359777,0.3067326781805596,0.35572032384858876,0.0,0.0,0.9999999999999982,0.025798850671294924,0.5321969696969697,0.5439621591541458,0.9672225416906268,0.5197191823250051,0.5328238971865231,0.5368647100930566,0.5252851301915215,0.5417775412453433,0.5390386869871043,0.5470085470085471,0.625615763546798,0.5284514925373134
0.5185185185185186,0.9892682926829268,0.05129839962711404,0.21216289079853884,3.205098180903488e-17,0.47198755082852956,0.0,0.3913043478260869,0.9999999999999982,1.3993884480929315e-17,0.539018691588785,0.5439621591541458,0.38466622604097817,0.5197191823250051,0.5147215324583185,0.5368647100930566,0.5480943738656987,0.5307627475769069,0.5390386869871043,0.5470085470085471,1.5057021167672076e-13,0.5284514925373134
0.925925925925926,0.9814634146341463,0.10936838580580098,0.178943216096591,0.19847408588153856,0.2146125414447174,0.3333333333333335,0.0,0.9999999999999982,0.015715633097625945,0.539018691588785,0.5354922279792746,0.38466622604097817,0.5197191823250051,0.5147215324583185,0.533774373259053,0.5252851301915215,0.5307627475769069,0.5322009907997169,0.5322009907997169,0.6282828282828283,0.5195586760280843
0.574074074074074,0.9785365853658536,0.1455041183302146,0.31567815503188135,0.4330343691960841,0.318841688737353,0.6666666666666665,0.6086956521739131,0.9999999999999982,0.019807473861005717,0.539018691588785,0.5439621591541458,0.9672225416906268,0.5197191823250051,0.5328238971865231,0.533774373259053,0.5480943738656987,0.5307627475769069,0.5322009907997169,0.5322009907997169,0.6282828282828283,0.5284514925373134
0.49999999999999994,0.9785365853658536,0.027667386038192843,0.17293071724915074,0.07217239486601404,0.43149647675591335,1.0,0.30434782608695654,0.9999999999999982,0.005904595023979372,0.5321969696969697,0.5354922279792746,0.0,0.5566785031412183,0.5328238971865231,0.533774373259053,0.5252851301915215,0.5417775412453433,0.5390386869871043,0.5470085470085471,6.12509154925049e-14,0.5501708605156881
0.4074074074074074,0.9814634146341463,0.02385044884458605,0.2392795787221266,0.3247757768970631,0.25345086771933784,1.0,1.0,0.9999999999999982,0.019443780630866932,0.539018691588785,0.5439621591541458,0.4149085794655415,0.5197191823250051,0.5328238971865231,0.533774373259053,0.5480943738656987,0.5307627475769069,0.5390386869871043,0.5329067641681902,0.6282828282828283,0.5501708605156881
0.8333333333333333,0.9931707317073171,0.022026972776385215,0.14236882254498717,0.3247757768970631,0.4268235572831072,0.0,0.3913043478260869,0.9999999999999982,0.0319680549493651,0.539018691588785,0.5439621591541458,0.0,0.5566785031412183,0.5595153243050606,0.533774373259053,0.5252851301915215,0.5417775412453433,0.5322009907997169,0.5322009907997169,0.6422267481330618,0.5501708605156881
0.25925925925925924,0.9892682926829268,0.08084489320677486,0.41659229521525876,0.4149912704795806,0.0,0.3333333333333335,0.34782608695652173,0.9999999999999982,0.014471505835287123,0.5321969696969697,0.5439621591541458,0.0,0.5566785031412183,0.5147215324583185,0.536293164200141,0.5252851301915215,0.5417775412453433,0.5322009907997169,0.5322009907997169,0.625615763546798,0.5284514925373134
0.7962962962962963,0.9941463414634146,0.07969517609258724,0.1861384204786307,0.10825859229902104,0.16887373174091452,0.0,0.5652173913043478,0.9999999999999983,0.008254597224467888,0.539018691588785,0.5354922279792746,0.0,0.5197191823250051,0.5595153243050606,0.536293164200141,0.5480943738656987,0.5307627475769069,0.5322009907997169,0.5322009907997169,0.6422267481330618,0.5501708605156881
0.3518518518518518,0.9931707317073171,0.02010768694866876,0.17908773420947735,3.205098180903488e-17,0.3053673481215917,1.0,0.2608695652173913,0.9999999999999982,1.3993884480929315e-17,0.539018691588785,0.5439621591541458,0.9672225416906268,0.5197191823250051,0.5147215324583185,0.536293164200141,0.5252851301915215,0.5417775412453433,0.5390386869871043,0.5329067641681902,0.6282828282828283,0.5501708605156881
0.14814814814814814,0.9931707317073171,0.21996684529828656,0.040145536102109164,0.10825859229902104,0.4421239659452807,0.3333333333333335,0.21739130434782608,0.9999999999999984,0.03324165756738386,0.5321969696969697,0.5354922279792746,0.0,0.5197191823250051,0.5147215324583185,0.536293164200141,0.5480943738656987,0.5307627475769069,0.5390386869871043,0.5321805955811719,1.6650734308642108e-14,0.5284514925373134
0.7407407407407407,0.9902439024390244,8.78411982435583e-18,0.33758976710769767,0.3428188756135666,0.4033228554684124,0.6666666666666665,0.21739130434782608,0.9999999999999982,0.01468693267137693,0.5321969696969697,0.5076190476190476,0.9672225416906268,0.5197191823250051,0.5328238971865231,0.536293164200141,0.5480943738656987,0.5307627475769069,0.5322009907997169,0.5322009907997169,0.6282828282828283,0.5501708605156881
