user_id,age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback
8956766f385e2ac1,30,M,Town,Platinum Membership,2025-04-01,No,Without Offers,Desktop,Mobile_Data,12:00:28,22,78.44,32884.42,0.0,509.8132468073549,No,Yes,No,Not Applicable,Poor Customer Service
88f0d57d62d2bfe1,27,F,,Basic Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:11:44,15,277.58,48599.35,16.0,655.24,No,Yes,No,Not Applicable,Poor Website
8e6ad754abe36339,35,F,,Silver Membership,2025-04-01,No,Credit/Debit Card Offers,,Wi-Fi,22:22:55,23,290.44,50492.72,9.0,740.43,Yes,Yes,Yes,No Information Available,Quality Customer Care
873291626d308f97,60,F,Town,Basic Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:18:53,9,52.93,33975.93,25.0,696.44,No,Yes,No,Not Applicable,Poor Website
80a5321f0c946f95,27,F,City,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13:00:21,14,33.32,3758.58,17.0,0.0,No,Yes,No,Not Applicable,Poor Website
9d739894210a7a30,20,F,,Gold Membership,2025-04-01,,Credit/Debit Card Offers,Desktop,Fiber_Optic,01:38:58,13,85.01,22072.08,16.0,1100.8215731028636,No,Yes,Yes,Unsolved,Poor Customer Service
be3eaa63146e6eb5,53,M,City,Platinum Membership,2025-04-01,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,03:36:55,11,215.35,38094.27,17.0,753.38,No,Yes,No,Not Applicable,User Friendly Website
94348b926925fb67,59,M,Town,Basic Membership,2025-04-01,No,Without Offers,Desktop,Mobile_Data,11:39:56,7,328.11,22603.99,5.517470005708095,563.14,No,Yes,Yes,Solved,Poor Website
93a7eaa0246a32a5,51,M,Town,Platinum Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11:02:02,10,150.77,5247.04,11.0,710.35,Yes,No,No,Not Applicable,No reason specified
8e44378944cb5238,23,M,,No Membership,2025-04-01,No,Without Offers,Desktop,Wi-Fi,03:21:35,11,320.59,22112.71,0.0,613.08,No,Yes,No,Not Applicable,No reason specified
8c4029738c825c86,38,F,Village,Basic Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18:56:27,7,193.33,45097.34,20.0,670.43,No,Yes,Yes,No Information Available,Poor Product Quality
a888a74ad243df2a,48,M,City,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22:33:13,24,0.0,36916.84,0.0,798.88,Yes,No,Yes,No Information Available,No reason specified
9c9bf0d7f90b621e,19,F,Town,Silver Membership,2025-04-01,,Gift Vouchers/Coupons,Desktop,Mobile_Data,04:49:52,-999,490.93,44981.05,19.0,726.4,No,Yes,No,Not Applicable,Reasonable Price
86fa42bc251ca8d8,36,M,City,Basic Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17:14:41,-999,102.34,2280.08,26.0,0.0,Yes,No,Yes,Solved,Too many ads
92c727bb39f94d98,18,M,Town,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,00:31:56,12,31.12,27798.14,26.0,0.0,Yes,No,Yes,No Information Available,Poor Product Quality
992d3e93f6737649,21,M,Town,Gold Membership,2025-04-01,Yes,Credit/Debit Card Offers,,Fiber_Optic,01:19:18,14,128.6,48923.42,8.0,743.49,No,Yes,No,Not Applicable,Poor Website
be46b6e99b9e1b59,58,F,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,23:38:49,2,531.14,4839.44,29.0,690.56,No,Yes,No,Not Applicable,Too many ads
bc4ae05566c5237b,21,F,Town,Gold Membership,2025-04-01,Yes,Credit/Debit Card Offers,Both,Mobile_Data,07:03:11,14,539.29,10658.57,29.0,739.55,No,Yes,No,Not Applicable,No reason specified
984ce7515b2546df,10,M,,Basic Membership,2025-04-01,No,Without Offers,Both,Wi-Fi,22:48:52,9,280.64,12650.34,26.0,616.64,No,Yes,No,Not Applicable,Poor Website
9ad0b597a3b2bf2d,58,F,City,Platinum Membership,2025-04-01,Yes,Gift Vouchers/Coupons,,Fiber_Optic,07:33:18,6,40.36,48521.6,29.0,351.48910981382306,No,Yes,No,Not Applicable,Poor Website
be9a1866d2dba682,56,F,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:09:24,9,184.31,44615.42,7.0,87.16561857109345,Yes,No,No,Not Applicable,Too many ads
85b174d4a4c522af,15,M,City,Gold Membership,2025-04-01,No,Without Offers,,Mobile_Data,18:52:08,13,32.36,8346.98,16.0,721.74,Yes,No,No,Not Applicable,Poor Customer Service
80d9154f7c759c32,46,M,City,Gold Membership,2025-04-01,No,Without Offers,,Mobile_Data,13:22:53,19,30.84,31397.39,22.0,787.41,No,Yes,Yes,Unsolved,Too many ads
83c048041534ec25,36,F,City,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,22:03:38,9,60.77,34085.4,20.0,638.35,Yes,No,Yes,Solved,Poor Customer Service
a5f6704b528ee362,16,M,,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:34:07,11,133.67,40054.53,14.0,762.25,Yes,No,Yes,Solved in Follow-up,Poor Customer Service
b4d51e7a01787ffc,23,M,Village,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Both,Mobile_Data,05:11:12,-999,303.01,9478.26,29.0,682.06,No,Yes,Yes,No Information Available,Poor Product Quality
aaa8b3942c220cbe,63,F,Village,Premium Membership,2025-04-01,No,Without Offers,Smartphone,Wi-Fi,13:44:23,8,336.95,3480.6,18.0,738.48,Yes,No,Yes,Unsolved,No reason specified
b1a96975fa60fa67,39,F,City,Basic Membership,2025-04-01,Yes,,Smartphone,Wi-Fi,01:38:59,-999,271.69,36480.35,28.0,542.33,Yes,No,No,Not Applicable,Too many ads
87de1db617b51845,44,M,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:14:58,-999,166.42,24867.06,18.0,511.56,No,Yes,No,Not Applicable,No reason specified
87c24adc681b56d4,11,F,,Gold Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,21:11:36,14,31.03,39142.96,23.0,0.0,Yes,No,Yes,Solved in Follow-up,Poor Website
80440ea39d9a7910,21,F,City,Gold Membership,2025-04-01,No,Without Offers,Desktop,Wi-Fi,12:30:18,22,158.44,22197.25,22.0,714.65,No,Yes,Yes,No Information Available,Poor Customer Service
a37a90cc223aa38e,29,M,City,Gold Membership,2025-04-01,No,Credit/Debit Card Offers,Both,Wi-Fi,08:54:04,5,469.42,9845.95,0.0,1186.6849724789886,No,Yes,Yes,Unsolved,Products always in Stock
a85c4d132f43192c,16,M,City,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,,Mobile_Data,12:40:55,9,422.18,29752.62,19.0,674.5,No,Yes,Yes,No Information Available,No reason specified
861f2f1151388f74,31,F,Village,No Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,14:30:50,21,176.58,43484.41,18.0,563.29,No,Yes,Yes,Solved in Follow-up,No reason specified
994ae07f8d0bf14a,53,F,City,Platinum Membership,2025-04-01,,Without Offers,Smartphone,Fiber_Optic,13:22:02,20,257.86,19231.65,6.0,297.78376401370264,No,Yes,No,Not Applicable,No reason specified
9c12652c5b268528,63,M,Village,No Membership,2025-04-01,No,Without Offers,Smartphone,Fiber_Optic,08:10:03,18,33.49,4177.14,41.18518620779164,634.22,No,Yes,Yes,Unsolved,Too many ads
bf6458f5d6d6601a,37,M,Village,Gold Membership,2025-04-01,No,Without Offers,,Fiber_Optic,16:18:53,2,0.0,9144.31,11.0,783.49,No,Yes,No,Not Applicable,Quality Customer Care
a1aaf0dcf03fe99a,36,M,City,Platinum Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,13:18:00,17,89.92,1023.38,14.0,758.4,No,Yes,Yes,Solved,User Friendly Website
a22822781ed85719,35,F,City,Silver Membership,2025-04-01,No,Without Offers,,Fiber_Optic,12:49:12,17,281.91,3630.17,24.0,786.03,Yes,Yes,No,Not Applicable,Poor Product Quality
b768c81f1d317e64,15,F,Town,Platinum Membership,2025-04-01,Yes,Without Offers,Smartphone,Mobile_Data,12:54:54,11,237.94,35855.42,12.0,0.0,Yes,No,Yes,Solved,Poor Customer Service
b7ca97c840128740,24,F,Village,Silver Membership,2025-04-01,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:31:24,16,1155.3878352761217,20181.05,16.0,647.04,Yes,No,Yes,Unsolved,Poor Customer Service
b6356476a24eead5,34,M,Village,Premium Membership,2025-04-01,,Gift Vouchers/Coupons,Desktop,Mobile_Data,06:13:57,13,33.12,67700.94,12.0,0.0,Yes,No,Yes,No Information Available,Reasonable Price
9b8da34700cca6db,33,M,Town,Gold Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,11:01:22,4,69.49,34298.43,25.0,612.05,Yes,No,No,Not Applicable,Too many ads
87557402f48315a4,27,F,Town,No Membership,2025-04-01,No,Without Offers,Desktop,Wi-Fi,18:16:41,5,31.75,4237.41,22.0,0.0,Yes,No,No,Not Applicable,Poor Product Quality
b3560c3e69c1e793,17,M,Town,Silver Membership,2025-04-01,Yes,Without Offers,Desktop,Wi-Fi,09:49:27,5,33.43,21898.71,27.0,621.76,Yes,No,No,Not Applicable,Poor Website
879e8ab7809e5305,16,F,,Basic Membership,2025-04-01,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15:41:02,16,95.39,39943.83,16.0,536.21,No,Yes,Yes,Solved in Follow-up,Poor Website
a5109d91d09f3f45,58,F,Town,No Membership,2025-04-01,,Without Offers,Desktop,Mobile_Data,04:45:54,3,64.86,7332.38,16.0,0.0,Yes,No,No,Not Applicable,Poor Product Quality
a1feda60cfffe9fb,21,F,Town,No Membership,2025-04-01,No,Credit/Debit Card Offers,,Wi-Fi,11:39:13,7,66.69,3017.18,8.0,698.62,No,Yes,No,Not Applicable,No reason specified
bece5418d2347bb6,26,F,Village,Platinum Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10:29:28,11,178.64,68448.53,31.15237422179625,1385.7669867827676,Yes,No,No,Not Applicable,Reasonable Price
a6a9aeb175de2ad9,28,M,City,Platinum Membership,2025-04-01,,Without Offers,Desktop,Mobile_Data,23:20:01,16,343.89,45754.57,53.08580673721301,771.0,No,Yes,Yes,No Information Available,Too many ads
b59ca023191f0023,15,F,City,Silver Membership,2025-04-01,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:49:48,21,54.18,10433.55,9.0,1170.2459253822076,Yes,No,Yes,No Information Available,Poor Product Quality
8290be7b933597b0,60,F,,No Membership,2025-04-01,Yes,Without Offers,Smartphone,Fiber_Optic,09:59:13,-999,34.19,27732.01,20.0,603.39,No,Yes,Yes,No Information Available,Poor Website
b066ba501b99a5f2,16,F,Village,No Membership,2025-04-01,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,02:01:07,17,37.39,3286.48,28.0,571.46,Yes,No,No,Not Applicable,Poor Customer Service
a34098642bdd56f6,33,F,Town,Silver Membership,2025-04-01,,Without Offers,Desktop,Mobile_Data,14:09:33,6,107.79,37443.51,13.0,762.94,No,Yes,Yes,Unsolved,Poor Customer Service
94343321cdfba398,43,F,Town,Premium Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19:31:50,16,73.1,35896.43,12.0,783.58,Yes,No,No,Not Applicable,User Friendly Website
b065646d9c856277,16,M,City,Premium Membership,2025-04-01,Yes,Without Offers,Desktop,Mobile_Data,14:04:58,21,30.16,24504.25,9.0,707.65,No,Yes,Yes,Unsolved,Poor Website
8bc765fa1281e010,61,F,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,18:46:44,-999,65.68,37358.04,14.0,560.92,Yes,No,No,Not Applicable,Poor Customer Service
91045bcb83fe51b8,10,M,,Gold Membership,2025-04-01,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,05:47:53,12,139.94,14577.72,5.0,1019.6341509395488,No,Yes,Yes,Unsolved,No reason specified
826a35c00c55a3fb,33,M,Town,Basic Membership,2025-04-01,Yes,Without Offers,Both,Fiber_Optic,11:31:47,10,595.14,11790.57,26.0,624.8,Yes,No,Yes,Solved,No reason specified
b7560277fb9cf320,44,F,Town,Premium Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,04:55:46,17,31.32,25992.1,6.0,797.52,Yes,No,Yes,Unsolved,Poor Product Quality
b8aae09ccce7721a,58,F,City,Gold Membership,2025-04-01,No,Without Offers,Desktop,Wi-Fi,18:20:35,-999,155.61,21994.44,37.68112236711109,741.04,No,Yes,Yes,No Information Available,Poor Website
91faabf06ebc260e,64,M,Town,Platinum Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,17:10:41,1,584.53,91096.02,12.0,753.5,Yes,Yes,No,Not Applicable,Reasonable Price
86ca613947e25195,25,M,Town,Gold Membership,2025-04-01,No,Credit/Debit Card Offers,,Fiber_Optic,15:01:12,7,351.52,44656.2,7.0,0.0,Yes,No,No,Not Applicable,Reasonable Price
9fdd3943ad58470e,32,F,,Basic Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10:33:41,24,1306.2617685131806,31828.89,10.0,0.0,Yes,No,Yes,Unsolved,No reason specified
99a4a8ab33fa269d,37,F,,Premium Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:54:13,4,129.21,73308.73,15.0,773.91,Yes,No,No,Not Applicable,Reasonable Price
95328fda70624458,28,M,Town,Basic Membership,2025-04-01,Yes,Without Offers,Smartphone,Mobile_Data,10:30:13,5,859.76,47622.59,18.0,541.33,No,Yes,Yes,Unsolved,Too many ads
888232c469b61cea,51,F,Town,Platinum Membership,2025-04-01,No,Gift Vouchers/Coupons,Both,Mobile_Data,14:18:23,10,371.88,30158.99,11.0,0.0,No,Yes,No,Not Applicable,Reasonable Price
827ec3ce4589ddf4,38,F,City,Silver Membership,2025-04-01,No,Without Offers,Smartphone,Mobile_Data,12:50:12,20,137.84,27971.52,19.0,212.5628205750064,No,Yes,No,Not Applicable,Poor Customer Service
ab6943458230e8fe,42,M,City,Premium Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15:35:53,6,103.75,35914.16,11.0,810.32,No,Yes,No,Not Applicable,Reasonable Price
bb8ce9994f473b94,15,F,Town,Platinum Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,04:49:29,4,33.8,46618.39,29.0,752.66,Yes,No,Yes,No Information Available,No reason specified
8429dec823daebac,39,M,City,No Membership,2025-04-01,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14:00:16,10,734.25,19722.67,19.0,515.32,Yes,Yes,No,Not Applicable,Poor Product Quality
ba19d2a33eb08a21,60,F,Town,Platinum Membership,2025-04-01,,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:29:13,22,53.77,65171.65,17.0,764.31,No,Yes,No,Not Applicable,Quality Customer Care
89c99fbc3be156a6,44,M,Town,Basic Membership,2025-04-01,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15:15:13,22,0.0,49456.07,0.0,565.84,No,Yes,No,Not Applicable,Poor Website
9f7afda9767bdad9,42,F,City,Basic Membership,2025-04-01,,Credit/Debit Card Offers,Smartphone,Wi-Fi,11:39:33,16,31.49,22956.56,8.0,504.89,Yes,No,Yes,No Information Available,No reason specified
a42ca2588cfaa1c7,21,M,,Gold Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,21:02:08,16,33.8,30950.48,13.0,699.11,Yes,No,No,Not Applicable,No reason specified
b944277ccf58f3a3,30,M,City,No Membership,2025-04-01,Yes,Without Offers,Desktop,Fiber_Optic,10:10:14,15,349.02,20103.58,6.0,651.18,Yes,No,No,Not Applicable,Poor Product Quality
a594feaffc78b36b,58,M,City,Basic Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,05:23:02,19,0.0,7614.88,29.0,202.31792577918804,Yes,No,No,Not Applicable,Poor Customer Service
a1a7c5ca940f8ce0,59,F,Town,Silver Membership,2025-04-01,Yes,Without Offers,,Wi-Fi,04:39:36,12,62.91,17743.73,5.0,715.84,Yes,No,Yes,No Information Available,Poor Product Quality
a19d80ff9a7491ba,21,F,Village,Platinum Membership,2025-04-01,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,20:08:13,22,33.91,74321.1,18.0,751.58,Yes,No,No,Not Applicable,Products always in Stock
bfa6bd111bd5f765,59,M,City,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,04:50:31,9,41.17,7884.24,26.0,0.0,No,Yes,Yes,Unsolved,Poor Website
9901b51883da7d24,35,F,Town,No Membership,2025-04-01,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:15:31,12,43.63,45358.08,23.0,598.59,No,Yes,No,Not Applicable,No reason specified
a966f78d4543446f,31,F,Village,Premium Membership,2025-04-01,No,Without Offers,Desktop,Mobile_Data,02:40:06,8,186.68,6720.97,10.0,722.44,Yes,No,Yes,Solved,Poor Website
9b742fc8da67bc4b,49,M,City,Silver Membership,2025-04-01,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19:28:45,16,243.58,42784.18,20.0,675.24,Yes,No,No,Not Applicable,No reason specified
9687c75fef1adc2c,15,M,Town,Silver Membership,2025-04-01,,Without Offers,Smartphone,Wi-Fi,17:50:51,14,143.88,26396.9,23.0,770.28,Yes,No,No,Not Applicable,Too many ads
8c8d2d1b2bf89516,29,M,Town,Premium Membership,2025-04-01,Yes,Without Offers,Both,Wi-Fi,08:36:32,9,222.9,3444.35,22.0,702.84,No,Yes,No,Not Applicable,No reason specified
